12:00,11 Мая 2024,А15,700-800,Лысаковский С,Осадчий А,3 : 1,(11-6 5-11 15-13 11-9),https://tt.sport-liga.pro/games/322584
12:00,11 Мая 2024,А15,700-800,Осадчий А,Козич Е,3 : 1,(8-11 11-8 11-3 11-6),https://tt.sport-liga.pro/games/322585
12:00,11 Мая 2024,А15,700-800,Мокей А,Лысаковский С,3 : 1,(11-6 11-9 9-11 11-4),https://tt.sport-liga.pro/games/322586
12:00,11 Мая 2024,А15,700-800,Осадчий А,Козич Е,3 : 2,(7-11 11-7 7-11 11-8 11-9),https://tt.sport-liga.pro/games/322816
12:00,11 Мая 2024,А15,700-800,Мокей А,Лысаковский С,3 : 2,(11-2 8-11 11-7 9-11 11-7),https://tt.sport-liga.pro/games/322817
15:30,11 Мая 2024,А5,300-350,Чернявский М,Бедретдинов Д,1 : 3,(7-11 13-11 5-11 4-11),https://tt.sport-liga.pro/games/322501
15:30,11 Мая 2024,А5,300-350,Кононенко А,Мануйлов О,2 : 3,(12-10 11-6 10-12 10-12 8-11),https://tt.sport-liga.pro/games/322502
15:30,11 Мая 2024,А5,300-350,Бедретдинов Д,Кононенко А,3 : 1,(11-7 11-6 7-11 11-6),https://tt.sport-liga.pro/games/322503
15:30,11 Мая 2024,А5,300-350,Мануйлов О,Чернявский М,3 : 2,(8-11 8-11 11-7 11-7 11-7),https://tt.sport-liga.pro/games/322504
15:30,11 Мая 2024,А5,300-350,Чернявский М,Кононенко А,1 : 3,(7-11 11-5 4-11 9-11),https://tt.sport-liga.pro/games/322505
15:30,11 Мая 2024,А5,300-350,Бедретдинов Д,Мануйлов О,2 : 3,(5-11 8-11 11-9 11-6 1-11),https://tt.sport-liga.pro/games/322506
15:30,11 Мая 2024,А5,300-350,Кононенко А,Чернявский М,2 : 3,(5-11 11-5 4-11 11-6 7-11),https://tt.sport-liga.pro/games/322826
15:30,11 Мая 2024,А5,300-350,Мануйлов О,Бедретдинов Д,2 : 3,(11-5 6-11 11-6 8-11 9-11),https://tt.sport-liga.pro/games/322827
15:45,11 Мая 2024,А6,700-800,Конашков И,Гришаев Е,2 : 3,(11-8 11-9 6-11 9-11 5-11),https://tt.sport-liga.pro/games/322535
15:45,11 Мая 2024,А6,700-800,Садовский Н,Троянов Я,1 : 3,(6-11 11-9 9-11 7-11),https://tt.sport-liga.pro/games/322536
15:45,11 Мая 2024,А6,700-800,Гришаев Е,Садовский Н,3 : 2,(11-6 7-11 11-7 6-11 11-5),https://tt.sport-liga.pro/games/322537
15:45,11 Мая 2024,А6,700-800,Троянов Я,Конашков И,0 : 3,(11-13 7-11 5-11),https://tt.sport-liga.pro/games/322538
15:45,11 Мая 2024,А6,700-800,Конашков И,Садовский Н,3 : 1,(11-4 11-13 11-3 11-8),https://tt.sport-liga.pro/games/322539
15:45,11 Мая 2024,А6,700-800,Гришаев Е,Троянов Я,3 : 1,(4-11 11-9 12-10 11-6),https://tt.sport-liga.pro/games/322540
15:45,11 Мая 2024,А6,700-800,Троянов Я,Садовский Н,3 : 2,(7-11 7-11 11-9 11-5 11-9),https://tt.sport-liga.pro/games/322828
